1.150000e+1,0.000000e+0
1.270000e+1,7.000000e-22
1.370000e+1,1.410000e-21
1.470000e+1,2.280000e-21
1.590000e+1,3.800000e-21
1.650000e+1,4.800000e-21
1.750000e+1,6.100000e-21
1.850000e+1,7.500000e-21
1.990000e+1,9.200000e-21
2.220000e+1,1.170000e-20
2.470000e+1,1.330000e-20
2.700000e+1,1.420000e-20
3.000000e+1,1.440000e-20
3.300000e+1,1.410000e-20
3.530000e+1,1.340000e-20
4.200000e+1,1.250000e-20
4.800000e+1,1.160000e-20
5.200000e+1,1.110000e-20
7.000000e+1,9.400000e-21
1.000000e+2,7.600000e-21
1.500000e+2,6.000000e-21
2.000000e+2,5.050000e-21
3.000000e+2,3.950000e-21
5.000000e+2,2.800000e-21
7.000000e+2,2.250000e-21
1.000000e+3,1.770000e-21
1.500000e+3,1.360000e-21
2.000000e+3,1.100000e-21
3.000000e+3,8.300000e-22
5.000000e+3,5.800000e-22
7.000000e+3,4.500000e-22
1.000000e+4,3.500000e-22
